2024-06-13 13:16:37 | INFO | controller | 正在启动服务：
2024-06-13 13:32:30 | ERROR | stderr |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:32:30 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:32:30 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:32:30 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:33:26 | INFO | controller | 正在启动服务：
2024-06-13 13:33:26 | INFO | controller | 如需查看 服务日志 日志，请前往 /home/00_rag/fufan-chat-api/logs
2024-06-13 13:33:27 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m209999[0m]
2024-06-13 13:33:27 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:33:27 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:33:27 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20001[0m (Press CTRL+C to quit)
2024-06-13 13:33:29 | INFO | controller | Register a new worker: http://192.168.110.131:21001
2024-06-13 13:33:29 | INFO | controller | Register done: http://192.168.110.131:21001, {'model_names': ['zhipu-api'], 'speed': 1, 'queue_length': 0}
2024-06-13 13:33:29 | INFO | stdout | [32mINFO[0m:     192.168.110.131:52412 - "[1mPOST /register_worker HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:33:29 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m210079[0m]
2024-06-13 13:33:29 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:33:29 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:33:29 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20000[0m (Press CTRL+C to quit)
2024-06-13 13:33:30 | ERROR | stderr | Process API Server:
2024-06-13 13:33:30 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
2024-06-13 13:33:30 | ERROR | stderr |     self.run()
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 108, in run
2024-06-13 13:33:30 | ERROR | stderr |     self._target(*self._args, **self._kwargs)
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 346, in run_api_server
2024-06-13 13:33:30 | ERROR | stderr |     app = create_app()
2024-06-13 13:33:30 | ERROR | stderr |           ^^^^^^^^^^^^
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 30, in create_app
2024-06-13 13:33:30 | ERROR | stderr |     mount_app_routes(app)
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 59, in mount_app_routes
2024-06-13 13:33:30 | ERROR | stderr |     mount_knowledge_routes(app)
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 39, in mount_knowledge_routes
2024-06-13 13:33:30 | ERROR | stderr |     from server.chat.knowledge_base_chat import knowledge_base_chat
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/chat/knowledge_base_chat.py", line 9, in <module>
2024-06-13 13:33:30 | ERROR | stderr |     from server.knowledge_base.kb_service.base import KBServiceFactory
2024-06-13 13:33:30 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/knowledge_base/kb_service/base.py", line 14, in <module>
2024-06-13 13:33:30 | ERROR | stderr |     from configs import (kbs_config, VECTOR_SEARCH_TOP_K, SCORE_THRESHOLD,
2024-06-13 13:33:30 | ERROR | stderr | ImportError: cannot import name 'kbs_config' from 'configs' (/home/00_rag/fufan-chat-api/configs/__init__.py)
2024-06-13 13:33:44 | WARNING | controller | Sending SIGKILL to {'zhipu-api': <Process name='api_worker - zhipu-api (210080)' pid=210080 parent=209851 started daemon>}
2024-06-13 13:33:44 | WARNING | controller | Sending SIGKILL to {}
2024-06-13 13:33:44 | WARNING | controller | Sending SIGKILL to <Process name='controller (209999)' pid=209999 parent=209851 started daemon>
2024-06-13 13:33:44 | WARNING | controller | Sending SIGKILL to <Process name='openai_api (210079)' pid=210079 parent=209851 started daemon>
2024-06-13 13:33:44 | WARNING | controller | Sending SIGKILL to <Process name='API Server (210302)' pid=210302 parent=209851 stopped exitcode=1 daemon>
2024-06-13 13:33:44 | INFO | controller | Process status: {'zhipu-api': <Process name='api_worker - zhipu-api (210080)' pid=210080 parent=209851 started daemon>}
2024-06-13 13:33:44 | INFO | controller | Process status: {}
2024-06-13 13:33:44 | INFO | controller | Process status: <Process name='controller (209999)' pid=209999 parent=209851 started daemon>
2024-06-13 13:33:44 | INFO | controller | Process status: <Process name='openai_api (210079)' pid=210079 parent=209851 started daemon>
2024-06-13 13:33:44 | INFO | controller | Process status: <Process name='API Server (210302)' pid=210302 parent=209851 stopped exitcode=1 daemon>
2024-06-13 13:33:44 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 580, in <module>
2024-06-13 13:33:44 | ERROR | stderr |     loop.run_until_complete(start_main_server())
2024-06-13 13:33:44 | ERROR | stderr |                             ^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 489, in start_main_server
2024-06-13 13:33:44 | ERROR | stderr |     api_started.wait()
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 1097, in wait
2024-06-13 13:33:44 | ERROR | stderr |     return self._callmethod('wait', (timeout,))
2024-06-13 13:33:44 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 822, in _callmethod
2024-06-13 13:33:44 | ERROR | stderr |     kind, result = conn.recv()
2024-06-13 13:33:44 | ERROR | stderr |                    ^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 250, in recv
2024-06-13 13:33:44 | ERROR | stderr |     buf = self._recv_bytes()
2024-06-13 13:33:44 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 430, in _recv_bytes
2024-06-13 13:33:44 | ERROR | stderr |     buf = self._recv(4)
2024-06-13 13:33:44 | ERROR | stderr |           ^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 395, in _recv
2024-06-13 13:33:44 | ERROR | stderr |     chunk = read(handle, remaining)
2024-06-13 13:33:44 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:33:44 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:33:44 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:33:44 | ERROR | stderr | Exception ignored in atexit callback: <function _exit_function at 0x7f16dab276a0>
2024-06-13 13:33:44 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 334, in _exit_function
2024-06-13 13:33:44 | ERROR | stderr |     _run_finalizers(0)
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 300, in _run_finalizers
2024-06-13 13:33:44 | ERROR | stderr |     finalizer()
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 224, in __call__
2024-06-13 13:33:44 | ERROR | stderr |     res = self._callback(*self._args, **self._kwargs)
2024-06-13 13:33:44 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 676, in _finalize_manager
2024-06-13 13:33:44 | ERROR | stderr |     process.join(timeout=shutdown_timeout)
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 149, in join
2024-06-13 13:33:44 | ERROR | stderr |     res = self._popen.wait(timeout)
2024-06-13 13:33:44 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/popen_fork.py", line 40, in wait
2024-06-13 13:33:44 | ERROR | stderr |     if not wait([self.sentinel], timeout):
2024-06-13 13:33:44 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 947, in wait
2024-06-13 13:33:44 | ERROR | stderr |     ready = selector.select(timeout)
2024-06-13 13:33:44 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/selectors.py", line 415, in select
2024-06-13 13:33:44 | ERROR | stderr |     fd_event_list = self._selector.poll(timeout)
2024-06-13 13:33:44 | ERROR | stderr |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:33:44 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:33:44 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:33:44 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:33:47 | INFO | controller | 正在启动服务：
2024-06-13 13:33:47 | INFO | controller | 如需查看 服务日志 日志，请前往 /home/00_rag/fufan-chat-api/logs
2024-06-13 13:33:49 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m210714[0m]
2024-06-13 13:33:49 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:33:49 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:33:49 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20001[0m (Press CTRL+C to quit)
2024-06-13 13:33:50 | INFO | controller | Register a new worker: http://192.168.110.131:21001
2024-06-13 13:33:50 | INFO | controller | Register done: http://192.168.110.131:21001, {'model_names': ['zhipu-api'], 'speed': 1, 'queue_length': 0}
2024-06-13 13:33:50 | INFO | stdout | [32mINFO[0m:     192.168.110.131:42912 - "[1mPOST /register_worker HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:33:50 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m210863[0m]
2024-06-13 13:33:50 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:33:50 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:33:50 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20000[0m (Press CTRL+C to quit)
2024-06-13 13:33:52 | ERROR | stderr | Process API Server:
2024-06-13 13:33:52 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
2024-06-13 13:33:52 | ERROR | stderr |     self.run()
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 108, in run
2024-06-13 13:33:52 | ERROR | stderr |     self._target(*self._args, **self._kwargs)
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 346, in run_api_server
2024-06-13 13:33:52 | ERROR | stderr |     app = create_app()
2024-06-13 13:33:52 | ERROR | stderr |           ^^^^^^^^^^^^
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 30, in create_app
2024-06-13 13:33:52 | ERROR | stderr |     mount_app_routes(app)
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 59, in mount_app_routes
2024-06-13 13:33:52 | ERROR | stderr |     mount_knowledge_routes(app)
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 39, in mount_knowledge_routes
2024-06-13 13:33:52 | ERROR | stderr |     from server.chat.knowledge_base_chat import knowledge_base_chat
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/chat/knowledge_base_chat.py", line 9, in <module>
2024-06-13 13:33:52 | ERROR | stderr |     from server.knowledge_base.kb_service.base import KBServiceFactory
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/knowledge_base/kb_service/base.py", line 38, in <module>
2024-06-13 13:33:52 | ERROR | stderr |     class KBService(ABC):
2024-06-13 13:33:52 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/knowledge_base/kb_service/base.py", line 92, in KBService
2024-06-13 13:33:52 | ERROR | stderr |     def add_doc(self, kb_file: KnowledgeFile, docs: List[Document] = [], **kwargs):
2024-06-13 13:33:52 | ERROR | stderr |                                ^^^^^^^^^^^^^
2024-06-13 13:33:52 | ERROR | stderr | NameError: name 'KnowledgeFile' is not defined
2024-06-13 13:34:35 | INFO | controller | Receive heart beat. http://192.168.110.131:21001
2024-06-13 13:34:35 | INFO | stdout | [32mINFO[0m:     192.168.110.131:44492 - "[1mPOST /receive_heart_beat HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:35:20 | INFO | controller | Receive heart beat. http://192.168.110.131:21001
2024-06-13 13:35:20 | INFO | stdout | [32mINFO[0m:     192.168.110.131:49648 - "[1mPOST /receive_heart_beat HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:36:05 | INFO | controller | Receive heart beat. http://192.168.110.131:21001
2024-06-13 13:36:05 | INFO | stdout | [32mINFO[0m:     192.168.110.131:57590 - "[1mPOST /receive_heart_beat HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:36:50 | INFO | controller | Receive heart beat. http://192.168.110.131:21001
2024-06-13 13:36:50 | INFO | stdout | [32mINFO[0m:     192.168.110.131:46618 - "[1mPOST /receive_heart_beat HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:37:35 | INFO | controller | Receive heart beat. http://192.168.110.131:21001
2024-06-13 13:37:35 | INFO | stdout | [32mINFO[0m:     192.168.110.131:33302 - "[1mPOST /receive_heart_beat HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:37:40 | WARNING | controller | Sending SIGKILL to {'zhipu-api': <Process name='api_worker - zhipu-api (210864)' pid=210864 parent=210566 started daemon>}
2024-06-13 13:37:40 | WARNING | controller | Sending SIGKILL to {}
2024-06-13 13:37:40 | WARNING | controller | Sending SIGKILL to <Process name='controller (210714)' pid=210714 parent=210566 started daemon>
2024-06-13 13:37:40 | WARNING | controller | Sending SIGKILL to <Process name='openai_api (210863)' pid=210863 parent=210566 started daemon>
2024-06-13 13:37:40 | WARNING | controller | Sending SIGKILL to <Process name='API Server (210998)' pid=210998 parent=210566 stopped exitcode=1 daemon>
2024-06-13 13:37:40 | INFO | controller | Process status: {'zhipu-api': <Process name='api_worker - zhipu-api (210864)' pid=210864 parent=210566 started daemon>}
2024-06-13 13:37:40 | INFO | controller | Process status: {}
2024-06-13 13:37:40 | INFO | controller | Process status: <Process name='controller (210714)' pid=210714 parent=210566 started daemon>
2024-06-13 13:37:40 | INFO | controller | Process status: <Process name='openai_api (210863)' pid=210863 parent=210566 started daemon>
2024-06-13 13:37:40 | INFO | controller | Process status: <Process name='API Server (210998)' pid=210998 parent=210566 stopped exitcode=1 daemon>
2024-06-13 13:37:40 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 580, in <module>
2024-06-13 13:37:40 | ERROR | stderr |     loop.run_until_complete(start_main_server())
2024-06-13 13:37:40 | ERROR | stderr |                             ^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 489, in start_main_server
2024-06-13 13:37:40 | ERROR | stderr |     api_started.wait()
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 1097, in wait
2024-06-13 13:37:40 | ERROR | stderr |     return self._callmethod('wait', (timeout,))
2024-06-13 13:37:40 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 822, in _callmethod
2024-06-13 13:37:40 | ERROR | stderr |     kind, result = conn.recv()
2024-06-13 13:37:40 | ERROR | stderr |                    ^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 250, in recv
2024-06-13 13:37:40 | ERROR | stderr |     buf = self._recv_bytes()
2024-06-13 13:37:40 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 430, in _recv_bytes
2024-06-13 13:37:40 | ERROR | stderr |     buf = self._recv(4)
2024-06-13 13:37:40 | ERROR | stderr |           ^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 395, in _recv
2024-06-13 13:37:40 | ERROR | stderr |     chunk = read(handle, remaining)
2024-06-13 13:37:40 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:37:40 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:37:40 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:37:40 | ERROR | stderr | Exception ignored in atexit callback: <function _exit_function at 0x7fc41b30b6a0>
2024-06-13 13:37:40 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 334, in _exit_function
2024-06-13 13:37:40 | ERROR | stderr |     _run_finalizers(0)
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 300, in _run_finalizers
2024-06-13 13:37:40 | ERROR | stderr |     finalizer()
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 224, in __call__
2024-06-13 13:37:40 | ERROR | stderr |     res = self._callback(*self._args, **self._kwargs)
2024-06-13 13:37:40 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 676, in _finalize_manager
2024-06-13 13:37:40 | ERROR | stderr |     process.join(timeout=shutdown_timeout)
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 149, in join
2024-06-13 13:37:40 | ERROR | stderr |     res = self._popen.wait(timeout)
2024-06-13 13:37:40 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/popen_fork.py", line 40, in wait
2024-06-13 13:37:40 | ERROR | stderr |     if not wait([self.sentinel], timeout):
2024-06-13 13:37:40 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 947, in wait
2024-06-13 13:37:40 | ERROR | stderr |     ready = selector.select(timeout)
2024-06-13 13:37:40 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/selectors.py", line 415, in select
2024-06-13 13:37:40 | ERROR | stderr |     fd_event_list = self._selector.poll(timeout)
2024-06-13 13:37:40 | ERROR | stderr |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:37:40 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:37:40 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:37:40 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:37:43 | INFO | controller | 正在启动服务：
2024-06-13 13:37:43 | INFO | controller | 如需查看 服务日志 日志，请前往 /home/00_rag/fufan-chat-api/logs
2024-06-13 13:37:45 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m214121[0m]
2024-06-13 13:37:45 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:37:45 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:37:45 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20001[0m (Press CTRL+C to quit)
2024-06-13 13:37:46 | INFO | controller | Register a new worker: http://192.168.110.131:21001
2024-06-13 13:37:46 | INFO | controller | Register done: http://192.168.110.131:21001, {'model_names': ['zhipu-api'], 'speed': 1, 'queue_length': 0}
2024-06-13 13:37:46 | INFO | stdout | [32mINFO[0m:     192.168.110.131:35500 - "[1mPOST /register_worker HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:37:46 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m214193[0m]
2024-06-13 13:37:46 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:37:46 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:37:46 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20000[0m (Press CTRL+C to quit)
2024-06-13 13:37:47 | ERROR | stderr | Process API Server:
2024-06-13 13:37:47 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
2024-06-13 13:37:47 | ERROR | stderr |     self.run()
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 108, in run
2024-06-13 13:37:47 | ERROR | stderr |     self._target(*self._args, **self._kwargs)
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 346, in run_api_server
2024-06-13 13:37:47 | ERROR | stderr |     app = create_app()
2024-06-13 13:37:47 | ERROR | stderr |           ^^^^^^^^^^^^
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 30, in create_app
2024-06-13 13:37:47 | ERROR | stderr |     mount_app_routes(app)
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 59, in mount_app_routes
2024-06-13 13:37:47 | ERROR | stderr |     mount_knowledge_routes(app)
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 39, in mount_knowledge_routes
2024-06-13 13:37:47 | ERROR | stderr |     from server.chat.knowledge_base_chat import knowledge_base_chat
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/chat/knowledge_base_chat.py", line 9, in <module>
2024-06-13 13:37:47 | ERROR | stderr |     from server.knowledge_base.kb_service.base import KBServiceFactory
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/knowledge_base/kb_service/base.py", line 20, in <module>
2024-06-13 13:37:47 | ERROR | stderr |     class KBService(ABC):
2024-06-13 13:37:47 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/knowledge_base/kb_service/base.py", line 74, in KBService
2024-06-13 13:37:47 | ERROR | stderr |     def add_doc(self, kb_file: KnowledgeFile, docs: List[Document] = [], **kwargs):
2024-06-13 13:37:47 | ERROR | stderr |                                ^^^^^^^^^^^^^
2024-06-13 13:37:47 | ERROR | stderr | NameError: name 'KnowledgeFile' is not defined
2024-06-13 13:38:07 | WARNING | controller | Sending SIGKILL to {'zhipu-api': <Process name='api_worker - zhipu-api (214194)' pid=214194 parent=213878 started daemon>}
2024-06-13 13:38:07 | WARNING | controller | Sending SIGKILL to {}
2024-06-13 13:38:07 | WARNING | controller | Sending SIGKILL to <Process name='controller (214121)' pid=214121 parent=213878 started daemon>
2024-06-13 13:38:07 | WARNING | controller | Sending SIGKILL to <Process name='openai_api (214193)' pid=214193 parent=213878 started daemon>
2024-06-13 13:38:07 | WARNING | controller | Sending SIGKILL to <Process name='API Server (214328)' pid=214328 parent=213878 stopped exitcode=1 daemon>
2024-06-13 13:38:07 | INFO | controller | Process status: {'zhipu-api': <Process name='api_worker - zhipu-api (214194)' pid=214194 parent=213878 started daemon>}
2024-06-13 13:38:07 | INFO | controller | Process status: {}
2024-06-13 13:38:07 | INFO | controller | Process status: <Process name='controller (214121)' pid=214121 parent=213878 started daemon>
2024-06-13 13:38:07 | INFO | controller | Process status: <Process name='openai_api (214193)' pid=214193 parent=213878 started daemon>
2024-06-13 13:38:07 | INFO | controller | Process status: <Process name='API Server (214328)' pid=214328 parent=213878 stopped exitcode=1 daemon>
2024-06-13 13:38:07 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:38:07 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 580, in <module>
2024-06-13 13:38:07 | ERROR | stderr |     loop.run_until_complete(start_main_server())
2024-06-13 13:38:07 | ERROR | stderr |                             ^^^^^^^^^^^^^^^^^^^
2024-06-13 13:38:07 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 489, in start_main_server
2024-06-13 13:38:07 | ERROR | stderr |     api_started.wait()
2024-06-13 13:38:07 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 1097, in wait
2024-06-13 13:38:07 | ERROR | stderr |     return self._callmethod('wait', (timeout,))
2024-06-13 13:38:07 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:38:07 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 822, in _callmethod
